product_id,granule_id,collection,track,direction,frame,frame_id,Polarization,stac_Frame,OBSID,Platform,Node,DEMCorrection,InputResolutionAlong,Dumping_Date,datetime,InputResolutionAcross,GenerationTime,ID,Scene_Identifier_Scheme,ProductCode,Sat_Spec,Dumping_Orbit,SceneCenterLon,Mode,IncidenceAngle,RCID,Coverage,Look_dir,ImgLatLon,SceneCenterLat,SoftwareVersion,Producer,DEMSource,CycleNumber,SessionNumber,Imaging_Orbit,Instrument,ProdLatLon,Sat_Spec_Scheme,AcquistionMode,Online,updated,Scene_Identifier,stac_Track,Imaging_Date
NISAR_S2_PR_GUNW_023_125_D_124_025_3700_SH_20260622T213735_20260622T213813_20260716T213733_20260716T213812_P00500_M_F_I_001,NISAR_S2_PR_GUNW_023_125_D_124_025_3700_SH_20260622T213735_20260622T213813_20260716T213733_20260716T213812_P00500_M_F_I_001,NISAR_SSAR_GUNW,125,D,124,125_D_124,HH,124,2026197213456,NISAR,Descending,True,5.485668553,17-JUL-2026,2026-07-16T21:37:33Z,5.987310621,2026-07-21T13:59:13,NISAR_S2_PR_GUNW_023_125_D_124_025_3700_SH_20260622T213735_20260622T213813_20260716T213733_20260716T213812_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5071,-62.66584385,W,41.47777557,247,F,Left,"[[""-65.18865727"", ""-70.32872557""], [""-58.55337654"", ""-70.78022326""], [""-59.6619451"", ""-73.0163005""], [""-67.18023887"", ""-72.52202989""], [""-65.18865727"", ""-70.32872557""]]",-71.69651606,1.4.00,ISRO,Copernicus GLO-30,23,2026197213452,5068,SSAR,"[[""-60.52342297"", ""-69.33086209""], [""-54.865163"", ""-72.27793033""], [""-65.44450264"", ""-74.04244631""], [""-69.84774649"", ""-70.80504898""], [""-60.52342297"", ""-69.33086209""]]",SAT_SEN_MODE,J,Y,2026-07-21 14:13:16,2026197213456_125_124,125,16-JUL-2026
NISAR_S2_PR_GUNW_023_125_D_123_025_3700_SH_20260622T213658_20260622T213738_20260716T213657_20260716T213737_P00500_M_F_I_001,NISAR_S2_PR_GUNW_023_125_D_123_025_3700_SH_20260622T213658_20260622T213738_20260716T213657_20260716T213737_P00500_M_F_I_001,NISAR_SSAR_GUNW,125,D,123,125_D_123,HH,123,2026197213456,NISAR,Descending,True,5.487239161,17-JUL-2026,2026-07-16T21:36:57Z,6.001192229,2026-07-21T13:41:31,NISAR_S2_PR_GUNW_023_125_D_123_025_3700_SH_20260622T213658_20260622T213738_20260716T213657_20260716T213737_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5071,-61.38247177,W,41.41500854,247,F,Left,"[[""-63.77436226"", ""-68.21938421""], [""-57.68192933"", ""-68.65308705""], [""-58.67052055"", ""-70.96246114""], [""-65.38327667"", ""-70.50550609""], [""-63.77436226"", ""-68.21938421""]]",-69.60494633,1.4.00,ISRO,Copernicus GLO-30,23,2026197213452,5068,SSAR,"[[""-59.54946096"", ""-67.20198737""], [""-54.23749573"", ""-70.16826718""], [""-63.69725599"", ""-72.0180185""], [""-68.02779415"", ""-68.77088397""], [""-59.54946096"", ""-67.20198737""]]",SAT_SEN_MODE,J,Y,2026-07-21 13:56:07,2026197213456_125_123,125,16-JUL-2026
NISAR_S2_PR_GUNW_023_125_D_122_025_3700_SH_20260622T213622_20260622T213702_20260716T213621_20260716T213700_P00500_M_F_I_001,NISAR_S2_PR_GUNW_023_125_D_122_025_3700_SH_20260622T213622_20260622T213702_20260716T213621_20260716T213700_P00500_M_F_I_001,NISAR_SSAR_GUNW,125,D,122,125_D_122,HH,122,2026197213456,NISAR,Descending,True,5.489369491,17-JUL-2026,2026-07-16T21:36:21Z,5.998075601,2026-07-21T14:09:23,NISAR_S2_PR_GUNW_023_125_D_122_025_3700_SH_20260622T213622_20260622T213702_20260716T213621_20260716T213700_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5071,-60.27759015,W,41.41040421,247,F,Left,"[[""-62.47505672"", ""-66.13999889""], [""-56.91682086"", ""-66.55249813""], [""-57.77949324"", ""-68.83540916""], [""-63.8978721"", ""-68.40087776""], [""-62.47505672"", ""-66.13999889""]]",-67.50437832,1.4.00,ISRO,Copernicus GLO-30,23,2026197213452,5068,SSAR,"[[""-58.72205725"", ""-65.09933203""], [""-53.81317913"", ""-68.02845023""], [""-62.21269033"", ""-69.91590894""], [""-66.36601391"", ""-66.72463473""], [""-58.72205725"", ""-65.09933203""]]",SAT_SEN_MODE,J,Y,2026-07-21 14:22:09,2026197213456_125_122,125,16-JUL-2026
NISAR_S2_PR_GUNW_023_125_D_121_025_3700_SH_20260622T213547_20260622T213626_20260716T213546_20260716T213624_P00500_M_F_I_001,NISAR_S2_PR_GUNW_023_125_D_121_025_3700_SH_20260622T213547_20260622T213626_20260716T213546_20260716T213624_P00500_M_F_I_001,NISAR_SSAR_GUNW,125,D,121,125_D_121,HH,121,2026197213456,NISAR,Descending,True,5.490870353,17-JUL-2026,2026-07-16T21:35:46Z,5.975089539,2026-07-21T13:34:16,NISAR_S2_PR_GUNW_023_125_D_121_025_3700_SH_20260622T213547_20260622T213626_20260716T213546_20260716T213624_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5071,-59.22448181,W,41.61385727,247,F,Left,"[[""-61.20517501"", ""-64.08988169""], [""-56.23426003"", ""-64.47239473""], [""-57.00559028"", ""-66.73618623""], [""-62.42235741"", ""-66.33823463""], [""-61.20517501"", ""-64.08988169""]]",-65.42646088,1.4.00,ISRO,Copernicus GLO-30,23,2026197213452,5068,SSAR,"[[""-57.96238453"", ""-63.0200858""], [""-53.39114331"", ""-65.91155686""], [""-60.96676572"", ""-67.83551434""], [""-64.94116821"", ""-64.69721769""], [""-57.96238453"", ""-63.0200858""]]",SAT_SEN_MODE,J,Y,2026-07-21 14:04:07,2026197213456_125_121,125,16-JUL-2026
NISAR_S2_PR_GUNW_023_125_D_120_025_3700_SH_20260622T213512_20260622T213550_20260716T213510_20260716T213549_P00500_M_F_I_001,NISAR_S2_PR_GUNW_023_125_D_120_025_3700_SH_20260622T213512_20260622T213550_20260716T213510_20260716T213549_P00500_M_F_I_001,NISAR_SSAR_GUNW,125,D,120,125_D_120,HH,120,2026197213456,NISAR,Descending,True,5.494078269,17-JUL-2026,2026-07-16T21:35:10Z,5.998595744,2026-07-21T12:56:04,NISAR_S2_PR_GUNW_023_125_D_120_025_3700_SH_20260622T213512_20260622T213550_20260716T213510_20260716T213549_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5071,-58.47261282,W,41.38357162,247,F,Left,"[[""-60.39868325"", ""-62.01861882""], [""-55.63056078"", ""-62.40580936""], [""-56.33421968"", ""-64.654081""], [""-61.49129091"", ""-64.25438343""], [""-60.39868325"", ""-62.01861882""]]",-63.34962268,1.4.00,ISRO,Copernicus GLO-30,23,2026197213452,5068,SSAR,"[[""-57.28630916"", ""-60.95279782""], [""-52.99037769"", ""-63.81708508""], [""-59.8892062"", ""-65.77100033""], [""-63.70333974"", ""-62.6725253""], [""-57.28630916"", ""-60.95279782""]]",SAT_SEN_MODE,J,Y,2026-07-21 13:17:55,2026197213456_125_120,125,16-JUL-2026
NISAR_S2_PR_GUNW_023_096_D_124_025_3700_SH_20260620T212056_20260620T212134_20260714T212055_20260714T212133_P00500_M_F_I_001,NISAR_S2_PR_GUNW_023_096_D_124_025_3700_SH_20260620T212056_20260620T212134_20260714T212055_20260714T212133_P00500_M_F_I_001,NISAR_SSAR_GUNW,96,D,124,096_D_124,HH,124,2026195212020,NISAR,Descending,True,5.485679353,15-JUL-2026,2026-07-14T21:20:55Z,5.998753595,2026-07-17T00:41:59,NISAR_S2_PR_GUNW_023_096_D_124_025_3700_SH_20260620T212056_20260620T212134_20260714T212055_20260714T212133_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5042,-58.50332198,W,41.43600464,247,F,Left,"[[""-61.11442654"", ""-70.31951224""], [""-54.3784609"", ""-70.77939724""], [""-55.48523434"", ""-73.0155247""], [""-62.98281832"", ""-72.52357441""], [""-61.11442654"", ""-70.31951224""]]",-71.6853345,1.4.00,ISRO,Copernicus GLO-30,23,2026195211836,5039,SSAR,"[[""-56.8780949"", ""-69.27593349""], [""-50.59352705"", ""-72.11329397""], [""-60.62930674"", ""-74.11478287""], [""-65.91912734"", ""-70.95738123""], [""-56.8780949"", ""-69.27593349""]]",SAT_SEN_MODE,J,Y,2026-07-17 07:24:05,2026195212020_96_124,96,14-JUL-2026
NISAR_S2_PR_GUNW_026_008_D_129_028_3700_SH_20260720T185402_20260720T185435_20260813T185401_20260813T185434_P00500_M_F_I_001,NISAR_S2_PR_GUNW_026_008_D_129_028_3700_SH_20260720T185402_20260720T185435_20260813T185401_20260813T185434_P00500_M_F_I_001,NISAR_SSAR_GUNW,8,D,129,008_D_129,HH,129,2026225185152,NISAR,Descending,True,5.479438413,13-AUG-2026,2026-08-13T18:54:01Z,5.993019651,2026-08-16T11:04:50,NISAR_S2_PR_GUNW_026_008_D_129_028_3700_SH_20260720T185402_20260720T185435_20260813T185401_20260813T185434_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5473,-34.36478637,W,41.3966217,247,F,Left,"[[""-38.39730186"", ""-80.24979507""], [""-25.10247277"", ""-81.05262747""], [""-28.71601057"", ""-82.91168916""], [""-44.63927722"", ""-81.93853332""], [""-38.39730186"", ""-80.24979507""]]",-81.61705198,1.4.00,ISRO,Copernicus GLO-30,26,2026225185124,5470,SSAR,"[[""-37.13427004"", ""-79.68650223""], [""-21.29938699"", ""-81.16893068""], [""-29.7958497"", ""-83.53878713""], [""-48.03968219"", ""-81.61977149""], [""-37.13427004"", ""-79.68650223""]]",SAT_SEN_MODE,J,Y,2026-08-16 11:13:15,2026225185152_8_129,8,13-AUG-2026
NISAR_S2_PR_GUNW_026_008_D_128_028_3700_SH_20260720T185328_20260720T185405_20260813T185327_20260813T185404_P00500_M_F_I_001,NISAR_S2_PR_GUNW_026_008_D_128_028_3700_SH_20260720T185328_20260720T185405_20260813T185327_20260813T185404_P00500_M_F_I_001,NISAR_SSAR_GUNW,8,D,128,008_D_128,HH,128,2026225185152,NISAR,Descending,True,5.480293832,13-AUG-2026,2026-08-13T18:53:27Z,5.998126132,2026-08-16T11:15:06,NISAR_S2_PR_GUNW_026_008_D_128_028_3700_SH_20260720T185328_20260720T185405_20260813T185327_20260813T185404_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5473,-30.15509678,W,41.38657379,247,F,Left,"[[""-33.69744112"", ""-78.39630901""], [""-22.49034796"", ""-79.07540907""], [""-25.3781057"", ""-81.23308862""], [""-38.91505807"", ""-80.41548378""], [""-33.69744112"", ""-78.39630901""]]",-79.84975052,1.4.00,ISRO,Copernicus GLO-30,26,2026225185124,5470,SSAR,"[[""-33.00041345"", ""-77.82857597""], [""-19.2206829"", ""-79.18140144""], [""-25.94116535"", ""-81.84823844""], [""-42.18089405"", ""-80.11532873""], [""-33.00041345"", ""-77.82857597""]]",SAT_SEN_MODE,J,Y,2026-08-16 11:25:41,2026225185152_8_128,8,13-AUG-2026
NISAR_S2_PR_GUNW_026_008_D_127_028_3700_SH_20260720T185252_20260720T185331_20260813T185250_20260813T185330_P00500_M_F_I_001,NISAR_S2_PR_GUNW_026_008_D_127_028_3700_SH_20260720T185252_20260720T185331_20260813T185250_20260813T185330_P00500_M_F_I_001,NISAR_SSAR_GUNW,8,D,127,008_D_127,HH,127,2026225185152,NISAR,Descending,True,5.482201951,13-AUG-2026,2026-08-13T18:52:50Z,5.992678559,2026-08-16T08:07:25,NISAR_S2_PR_GUNW_026_008_D_127_028_3700_SH_20260720T185252_20260720T185331_20260813T185250_20260813T185330_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5473,-26.95873567,W,41.41554642,247,F,Left,"[[""-30.21925142"", ""-76.38756635""], [""-20.56802787"", ""-76.98600576""], [""-22.77363324"", ""-79.25385955""], [""-34.11065121"", ""-78.56477104""], [""-30.21925142"", ""-76.38756635""]]",-77.85251595,1.4.00,ISRO,Copernicus GLO-30,26,2026225185124,5470,SSAR,"[[""-29.72833617"", ""-75.83786502""], [""-17.80596004"", ""-77.07243805""], [""-22.97309494"", ""-79.85547531""], [""-37.00589958"", ""-78.31384407""], [""-29.72833617"", ""-75.83786502""]]",SAT_SEN_MODE,J,Y,2026-08-16 08:15:04,2026225185152_8_127,8,13-AUG-2026
NISAR_S2_PR_GUNW_026_008_D_126_028_3700_SH_20260720T185216_20260720T185255_20260813T185215_20260813T185254_P00500_M_F_I_001,NISAR_S2_PR_GUNW_026_008_D_126_028_3700_SH_20260720T185216_20260720T185255_20260813T185215_20260813T185254_P00500_M_F_I_001,NISAR_SSAR_GUNW,8,D,126,008_D_126,HH,126,2026225185152,NISAR,Descending,True,5.482678538,13-AUG-2026,2026-08-13T18:52:15Z,5.996637604,2026-08-16T09:07:22,NISAR_S2_PR_GUNW_026_008_D_126_028_3700_SH_20260720T185216_20260720T185255_20260813T185215_20260813T185254_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5473,-24.48304697,W,41.34173965,247,F,Left,"[[""-27.53513251"", ""-74.39744238""], [""-19.1329108"", ""-74.93273231""], [""-20.7185837"", ""-77.16907989""], [""-30.49189291"", ""-76.56428459""], [""-27.53513251"", ""-74.39744238""]]",-75.81684963,1.4.00,ISRO,Copernicus GLO-30,26,2026225185124,5470,SSAR,"[[""-27.26540258"", ""-73.8590161""], [""-16.80291852"", ""-74.99938547""], [""-20.76926809"", ""-77.74873448""], [""-32.91345776"", ""-76.36665739""], [""-27.26540258"", ""-73.8590161""]]",SAT_SEN_MODE,J,Y,2026-08-16 09:18:03,2026225185152_8_126,8,13-AUG-2026
NISAR_S2_PR_GUNW_025_147_A_135_027_3700_SH_20260718T102140_20260718T102155_20260811T102139_20260811T102154_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_147_A_135_027_3700_SH_20260718T102140_20260718T102155_20260811T102139_20260811T102154_P00500_M_F_I_001,NISAR_SSAR_GUNW,147,A,135,147_A_135,HH,135,2026223102140,NISAR,Ascending,True,5.48196325,11-AUG-2026,2026-08-11T10:21:39Z,5.989326719,2026-08-13T18:29:47,NISAR_S2_PR_GUNW_025_147_A_135_027_3700_SH_20260718T102140_20260718T102155_20260811T102139_20260811T102154_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5438,-32.00851394,W,41.34506989,247,F,Left,"[[""-44.71127259"", ""-84.51206897""], [""-25.90736951"", ""-83.31466693""], [""-20.49716167"", ""-83.96834871""], [""-40.82718284"", ""-85.32004173""], [""-44.71127259"", ""-84.51206897""]]",-84.36549725,1.4.00,ISRO,Copernicus GLO-30,25,2026223101324,5436,SSAR,"[[""-32.98928041"", ""-82.64653339""], [""-9.262825175"", ""-83.74833873""], [""-18.9776531"", ""-86.90339748""], [""-53.84893854"", ""-85.03791321""], [""-32.98928041"", ""-82.64653339""]]",SAT_SEN_MODE,J,Y,2026-08-13 18:45:33,2026223102140_147_135,147,11-AUG-2026
NISAR_S2_PR_GUNW_025_094_D_130_026_3700_SH_20260714T180457_20260714T180510_20260726T180456_20260726T180510_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_094_D_130_026_3700_SH_20260714T180457_20260714T180510_20260726T180456_20260726T180510_P00500_M_F_I_001,NISAR_SSAR_GUNW,94,D,130,094_D_130,HH,130,2026207180456,NISAR,Descending,True,5.478971604,27-JUL-2026,2026-07-26T18:04:56Z,5.992304547,2026-07-27T20:43:47,NISAR_S2_PR_GUNW_025_094_D_130_026_3700_SH_20260714T180457_20260714T180510_20260726T180456_20260726T180510_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5215,-30.49514022,W,41.38542557,76,F,Left,"[[""-36.78861689"", ""-82.8238878""], [""-19.14828156"", ""-83.92529217""], [""-21.99837384"", ""-84.67184257""], [""-41.04416612"", ""-83.44935406""], [""-36.78861689"", ""-82.8238878""]]",-83.79819569,1.4.00,ISRO,Copernicus GLO-30,25,2026207180048,5210,SSAR,"[[""-32.12943083"", ""-81.57917426""], [""-13.96118354"", ""-82.64873458""], [""-20.26142342"", ""-84.87502013""], [""-42.99974873"", ""-83.42882239""], [""-32.12943083"", ""-81.57917426""]]",SAT_SEN_MODE,S,Y,2026-07-27 20:55:19,2026207180456_94_130,94,26-JUL-2026
NISAR_S2_PR_GUNW_025_094_D_128_026_3700_SH_20260714T180331_20260714T180409_20260726T180331_20260726T180409_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_094_D_128_026_3700_SH_20260714T180331_20260714T180409_20260726T180331_20260726T180409_P00500_M_F_I_001,NISAR_SSAR_GUNW,94,D,128,094_D_128,HH,128,2026207180100,NISAR,Descending,True,5.480238876,27-JUL-2026,2026-07-26T18:03:31Z,5.992107889,2026-07-28T04:46:54,NISAR_S2_PR_GUNW_025_094_D_128_026_3700_SH_20260714T180331_20260714T180409_20260726T180331_20260726T180409_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5215,-17.63997933,W,41.43058777,247,F,Left,"[[""-21.21233908"", ""-78.397109""], [""-10.02494906"", ""-79.07539527""], [""-12.91976847"", ""-81.23215074""], [""-26.37996834"", ""-80.41984194""], [""-21.21233908"", ""-78.397109""]]",-79.83952956,1.4.00,ISRO,Copernicus GLO-30,25,2026207180048,5210,SSAR,"[[""-22.11687236"", ""-78.19494098""], [""-8.821544562"", ""-78.92811937""], [""-11.42249771"", ""-81.4160399""], [""-27.88278202"", ""-80.48487588""], [""-22.11687236"", ""-78.19494098""]]",SAT_SEN_MODE,J,Y,2026-07-28 05:02:27,2026207180100_94_128,94,26-JUL-2026
NISAR_S2_PR_GUNW_024_079_D_130_026_3700_SH_20260701T170620_20260701T170655_20260725T170619_20260725T170654_P00500_P_F_I_001,NISAR_S2_PR_GUNW_024_079_D_130_026_3700_SH_20260701T170620_20260701T170655_20260725T170619_20260725T170654_P00500_P_F_I_001,NISAR_SSAR_GUNW,79,D,130,079_D_130,HH,130,2026206170232,NISAR,Descending,True,5.4793348,25-JUL-2026,2026-07-25T17:06:19Z,5.992080629,2026-07-27T03:04:21,NISAR_S2_PR_GUNW_024_079_D_130_026_3700_SH_20260701T170620_20260701T170655_20260725T170619_20260725T170654_P00500_P_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5199,-13.17399272,W,41.36044312,247,F,Left,"[[""-16.86999622"", ""-81.78121206""], [""-1.255506913"", ""-82.73335049""], [""-7.436387235"", ""-84.6722104""], [""-26.46856104"", ""-83.45091515""], [""-16.86999622"", ""-81.78121206""]]",-83.24724714,1.4.00,ISRO,Copernicus GLO-30,24,2026206170228,5195,SSAR,"[[""-21.15193715"", ""-81.43916816""], [""0.2373465277"", ""-82.01401502""], [""0.3686936208"", ""-84.8543201""], [""-31.00711315"", ""-83.99795197""], [""-21.15193715"", ""-81.43916816""]]",SAT_SEN_MODE,J,Y,2026-07-27 03:17:29,2026206170232_79_130,79,25-JUL-2026
NISAR_S2_PR_GUNW_025_065_D_129_026_3700_SH_20260712T174727_20260712T174800_20260724T174727_20260724T174759_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_065_D_129_026_3700_SH_20260712T174727_20260712T174800_20260724T174727_20260724T174759_P00500_M_F_I_001,NISAR_SSAR_GUNW,65,D,129,065_D_129,HH,129,2026205174412,NISAR,Descending,True,5.480003066,25-JUL-2026,2026-07-24T17:47:27Z,5.991517292,2026-07-26T08:52:38,NISAR_S2_PR_GUNW_025_065_D_129_026_3700_SH_20260712T174727_20260712T174800_20260724T174727_20260724T174759_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5185,-17.6649877,W,41.35343933,247,F,Left,"[[""-21.75943294"", ""-80.2491756""], [""-8.452509423"", ""-81.05291063""], [""-12.10108082"", ""-82.91064505""], [""-27.95462937"", ""-81.94205043""], [""-21.75943294"", ""-80.2491756""]]",-81.60938691,1.4.00,ISRO,Copernicus GLO-30,25,2026205174408,5181,SSAR,"[[""-23.34291207"", ""-80.00666706""], [""-6.90136469"", ""-80.754406""], [""-9.281464919"", ""-83.10544646""], [""-30.22870613"", ""-82.12764665""], [""-23.34291207"", ""-80.00666706""]]",SAT_SEN_MODE,J,Y,2026-07-26 09:29:03,2026205174412_65_129,65,24-JUL-2026
NISAR_S2_PR_GUNW_025_051_D_128_026_3700_SH_20260711T182830_20260711T182908_20260723T182829_20260723T182907_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_051_D_128_026_3700_SH_20260711T182830_20260711T182908_20260723T182829_20260723T182907_P00500_M_F_I_001,NISAR_SSAR_GUNW,51,D,128,051_D_128,HH,128,2026204182628,NISAR,Descending,True,5.479714965,23-JUL-2026,2026-07-23T18:28:29Z,5.994451911,2026-07-26T11:05:18,NISAR_S2_PR_GUNW_025_051_D_128_026_3700_SH_20260711T182830_20260711T182908_20260723T182829_20260723T182907_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5171,-23.91604249,W,41.37870407,247,F,Left,"[[""-27.47683621"", ""-78.39569672""], [""-16.24010106"", ""-79.07686738""], [""-19.13117036"", ""-81.23442818""], [""-32.67104491"", ""-80.41688874""], [""-27.47683621"", ""-78.39569672""]]",-79.85048461,1.4.00,ISRO,Copernicus GLO-30,25,2026204182600,5167,SSAR,"[[""-27.62596287"", ""-78.03757""], [""-14.12860177"", ""-79.06446367""], [""-18.59223657"", ""-81.61757561""], [""-34.9696015"", ""-80.31019243""], [""-27.62596287"", ""-78.03757""]]",SAT_SEN_MODE,J,Y,2026-07-26 11:15:03,2026204182628_51_128,51,23-JUL-2026
NISAR_S2_PR_GUNW_025_051_D_127_026_3700_SH_20260711T182754_20260711T182833_20260723T182753_20260723T182833_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_051_D_127_026_3700_SH_20260711T182754_20260711T182833_20260723T182753_20260723T182833_P00500_M_F_I_001,NISAR_SSAR_GUNW,51,D,127,051_D_127,HH,127,2026204182628,NISAR,Descending,True,5.482249713,23-JUL-2026,2026-07-23T18:27:53Z,5.992759359,2026-07-26T08:40:31,NISAR_S2_PR_GUNW_025_051_D_127_026_3700_SH_20260711T182754_20260711T182833_20260723T182753_20260723T182833_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5171,-20.70511318,W,41.37932968,247,F,Left,"[[""-23.94310031"", ""-76.39100841""], [""-14.34295688"", ""-76.98588653""], [""-16.55098052"", ""-79.25368344""], [""-27.92576985"", ""-78.56054665""], [""-23.94310031"", ""-76.39100841""]]",-77.85641906,1.4.00,ISRO,Copernicus GLO-30,25,2026204182600,5167,SSAR,"[[""-24.17708921"", ""-76.05463009""], [""-12.59483475"", ""-76.9563883""], [""-15.92035185"", ""-79.615158""], [""-29.81833215"", ""-78.49646849""], [""-24.17708921"", ""-76.05463009""]]",SAT_SEN_MODE,J,Y,2026-07-26 08:54:28,2026204182628_51_127,51,23-JUL-2026
NISAR_S2_PR_GUNW_025_051_D_126_026_3700_SH_20260711T182719_20260711T182757_20260723T182718_20260723T182756_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_051_D_126_026_3700_SH_20260711T182719_20260711T182757_20260723T182718_20260723T182756_P00500_M_F_I_001,NISAR_SSAR_GUNW,51,D,126,051_D_126,HH,126,2026204182628,NISAR,Descending,True,5.482962953,23-JUL-2026,2026-07-23T18:27:18Z,5.995631635,2026-07-26T09:19:00,NISAR_S2_PR_GUNW_025_051_D_126_026_3700_SH_20260711T182719_20260711T182757_20260723T182718_20260723T182756_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5171,-18.25157085,W,41.3745842,247,F,Left,"[[""-21.31232805"", ""-74.39548262""], [""-12.87233815"", ""-74.93323837""], [""-14.49006487"", ""-77.1682492""], [""-24.20058657"", ""-76.56809524""], [""-21.31232805"", ""-74.39548262""]]",-75.81504813,1.4.00,ISRO,Copernicus GLO-30,25,2026204182600,5167,SSAR,"[[""-21.58566524"", ""-74.08590346""], [""-11.47165993"", ""-74.89106163""], [""-13.94079954"", ""-77.50518637""], [""-25.82425288"", ""-76.53611907""], [""-21.58566524"", ""-74.08590346""]]",SAT_SEN_MODE,J,Y,2026-07-26 09:38:05,2026204182628_51_126,51,23-JUL-2026
NISAR_S2_PR_GUNW_025_036_D_129_026_3700_SH_20260710T173049_20260710T173121_20260722T173048_20260722T173121_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_036_D_129_026_3700_SH_20260710T173049_20260710T173121_20260722T173048_20260722T173121_P00500_M_F_I_001,NISAR_SSAR_GUNW,36,D,129,036_D_129,HH,129,2026203172724,NISAR,Descending,True,5.479738292,23-JUL-2026,2026-07-22T17:30:48Z,5.990195202,2026-07-27T19:41:33,NISAR_S2_PR_GUNW_025_036_D_129_026_3700_SH_20260710T173049_20260710T173121_20260722T173048_20260722T173121_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5156,-13.52131472,W,41.40140152,247,F,Left,"[[""-17.59661929"", ""-80.24971808""], [""-4.28583573"", ""-81.05352124""], [""-7.932015819"", ""-82.91133233""], [""-23.82222235"", ""-81.93988368""], [""-17.59661929"", ""-80.24971808""]]",-81.60890132,1.4.00,ISRO,Copernicus GLO-30,25,2026203172720,5152,SSAR,"[[""-20.02509328"", ""-79.9810439""], [""-2.854378078"", ""-80.5724189""], [""-3.901738843"", ""-83.09368382""], [""-26.49896611"", ""-82.30300521""], [""-20.02509328"", ""-79.9810439""]]",SAT_SEN_MODE,J,Y,2026-07-27 19:50:55,2026203172724_36_129,36,22-JUL-2026
NISAR_S2_PR_GUNW_025_008_D_129_026_3700_SH_20260708T185403_20260708T185436_20260720T185402_20260720T185435_P00500_M_F_I_001,NISAR_S2_PR_GUNW_025_008_D_129_026_3700_SH_20260708T185403_20260708T185436_20260720T185402_20260720T185435_P00500_M_F_I_001,NISAR_SSAR_GUNW,8,D,129,008_D_129,HH,129,2026201185152,NISAR,Descending,True,5.478870927,20-JUL-2026,2026-07-20T18:54:02Z,5.991932498,2026-07-22T09:20:53,NISAR_S2_PR_GUNW_025_008_D_129_026_3700_SH_20260708T185403_20260708T185436_20260720T185402_20260720T185435_P00500_M_F_I_001,ObsId_Track_Frame,STUCGUFED,NISAR_SSAR_W,5127,-34.35962119,W,41.3770752,247,F,Left,"[[""-38.39818237"", ""-80.2510837""], [""-25.09054992"", ""-81.05431803""], [""-28.70176532"", ""-82.91347638""], [""-44.64116204"", ""-81.93980952""], [""-38.39818237"", ""-80.2510837""]]",-81.61868036,1.4.00,ISRO,Copernicus GLO-30,25,2026201185124,5124,SSAR,"[[""-37.13427004"", ""-79.68650223""], [""-21.29938699"", ""-81.16893068""], [""-29.7958497"", ""-83.53878713""], [""-48.03968219"", ""-81.61977149""], [""-37.13427004"", ""-79.68650223""]]",SAT_SEN_MODE,J,Y,2026-07-22 09:29:41,2026201185152_8_129,8,20-JUL-2026
